name,eco,fen,moves
Philidor Defense: Morphy Gambit,C41,rnbqkbnr/ppp2ppp/3p4/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 d6   d4 exd4   Bc4
Philidor Defense: Nimzowitsch Variation,C41,rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 d6   d4 Nf6
"Philidor Defense: Nimzowitsch Variation, Klein Variation",C41,rnbqkb1r/ppp2ppp/3p1n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 d6   d4 Nf6   Bc4
"Philidor Defense: Nimzowitsch, Locock Variation",C41,rnbqkb1r/ppp2ppp/3p1n2/4p1N1/3PP3/8/PPP2PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 d6   d4 Nf6   Ng5
Philidor Defense: Philidor Countergambit,C41,rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 d6   d4 f5
"Philidor Defense: Philidor Countergambit, Zukertort Variation",C41,rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq,  e4 e5   Nf3 d6   d4 f5   Nc3
Philidor Defense: Philidor Gambit,C41,rn1qkbnr/pppb1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 d6   d4 Bd7
Philidor Defense: Steinitz Variation,C41,rnbqk1nr/ppp1bppp/3p4/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 d6   Bc4 Be7   c3
Pirc Defense,B07,rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 d6
Pirc Defense: Austrian Attack,B09,rnbqkb1r/ppp1pp1p/3p1np1/8/3PPP2/2N5/PPP3PP/R1BQKBNR b KQkq,  e4 d6   d4 Nf6   Nc3 g6   f4
Pirc Defense: Byrne Variation,B07,rnbqkb1r/ppp1pp1p/3p1np1/6B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq,  e4 d6   d4 Nf6   Nc3 g6   Bg5
Pirc Defense: Classical Variation,B07,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N5/PPP1BPPP/R1BQK1NR b KQkq,  e4 d6   d4 Nf6   Nc3 g6   Be2
Pirc Defense: Kholmov System,B07,rnbqkb1r/ppp1pp1p/3p1np1/8/2BPP3/2N5/PPP2PPP/R1BQK1NR b KQkq,  e4 d6   d4 Nf6   Nc3 g6   Bc4
Pirc Defense: Roscher Gambit,B07,rnbqkb1r/ppp1pppp/3p1n2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 d6   d4 Nf6   Nf3
Pirc Defense: Sveshnikov System,B07,rnbqkb1r/ppp1pp1p/3p1np1/8/3PP3/2N3P1/PPP2P1P/R1BQKBNR b KQkq,  e4 d6   d4 Nf6   Nc3 g6   g3
Polish Defense,A40,rnbqkbnr/p1pppppp/8/1p6/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 b5
Polish Defense: Spassky Gambit Accepted,A40,rn1qkbnr/pbpppppp/8/1B6/3PP3/8/PPP2PPP/RNBQK1NR b KQkq,  d4 b5   e4 Bb7   Bxb5
Polish Opening,A00,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq,  b4
Polish Opening: Baltic Defense,A00,rn1qkbnr/ppp1pppp/8/3p1b2/1P6/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 d5   Bb2 Bf5
Polish Opening: Birmingham Gambit,A00,rnbqkbnr/pp1ppppp/8/2p5/1P6/8/P1PPPPPP/RNBQKBNR w KQkq,  b4 c5
Polish Opening: Bugayev Advance Variation,A00,rnbqkbnr/pppp2pp/5p2/1P2p3/8/8/PBPPPPPP/RN1QKBNR b KQkq,  b4 e5   Bb2 f6   b5
Polish Opening: Bugayev Attack,A00,rnbqkbnr/pppp1ppp/8/4p3/1P6/P7/2PPPPPP/RNBQKBNR b KQkq,  b4 e5   a3
Polish Opening: Czech Defense,A00,rnbqkbnr/ppp2ppp/3p4/4p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 e5   Bb2 d6
Polish Opening: Dutch Defense,A00,rnbqkbnr/ppppp1pp/8/5p2/1P6/8/P1PPPPPP/RNBQKBNR w KQkq,  b4 f5
Polish Opening: German Defense,A00,rnb1kbnr/ppp1pppp/3q4/3p4/1P6/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 d5   Bb2 Qd6
Polish Opening: Grigorian Variation,A00,r1bqkbnr/pppppppp/2n5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq,  b4 Nc6
Polish Opening: Karniewski Variation,A00,rnbqkb1r/pppppppp/7n/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq,  b4 Nh6
Polish Opening: King's Indian Variation,A00,rnbqkb1r/pppppp1p/5np1/8/1P6/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 Nf6   Bb2 g6
"Polish Opening: King's Indian Variation, Schiffler Attack",A00,rnbqkb1r/pppppp1p/5np1/8/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq,  b4 Nf6   Bb2 g6   e4
Polish Opening: Myers Variation,A00,rnbqkbnr/pp2pppp/2p5/3p4/PP6/8/1BPPPPPP/RN1QKBNR b KQkq,  b4 d5   Bb2 c6   a4
Polish Opening: Outflank Variation,A00,rnbqkbnr/pp1ppppp/2p5/8/1P6/8/P1PPPPPP/RNBQKBNR w KQkq,  b4 c6
Polish Opening: Queen's Indian Variation,A00,rnbqkb1r/p1pp1ppp/1p2pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 e6   Bb2 Nf6   b5 b6
Polish Opening: Queenside Defense,A00,rnbqkb1r/1ppp1ppp/p3pn2/1P6/8/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 e6   Bb2 Nf6   b5 a6
Polish Opening: Schiffler-Sokolsky Variation,A00,rnbqkb1r/ppp2ppp/4pn2/1P1p4/8/4P3/PBPP1PPP/RN1QKBNR b KQkq,  b4 e6   Bb2 Nf6   b5 d5   e3
Polish Opening: Schuehler Gambit,A00,rnbqkbnr/1p1ppppp/8/pp6/4P3/8/PBPP1PPP/RN1QKBNR b KQkq,  b4 c6   Bb2 a5   b5 cxb5   e4
Polish Opening: Symmetrical Variation,A00,rnbqkbnr/p1pppppp/8/1p6/1P6/8/P1PPPPPP/RNBQKBNR w KQkq,  b4 b5
Polish Opening: Tartakower Gambit,A00,rnbqkbnr/pppp2pp/5p2/4p3/1P2P3/8/PBPP1PPP/RN1QKBNR b KQkq,  b4 e5   Bb2 f6   e4
Polish Opening: Wolferts Gambit,A00,rnbqkbnr/pp1p1ppp/8/2p1p3/1P6/8/PBPPPPPP/RN1QKBNR w KQkq,  b4 e5   Bb2 c5
Polish Opening: Zukertort System,A04,rnbqkb1r/pppppppp/5n2/8/1P6/5N2/P1PPPPPP/RNBQKB1R b KQkq,  Nf3 Nf6   b4
Ponziani Opening,C44,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   c3
Ponziani Opening: Caro Gambit,C44,r2qkbnr/pppb1ppp/2n5/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq,  e4 e5   Nf3 Nc6   c3 d5   Qa4 Bd7
Ponziani Opening: Jaenisch Counterattack,C44,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nc6   c3 Nf6
Ponziani Opening: Leonhardt Variation,C44,r1bqkb1r/ppp2ppp/2n2n2/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq,  e4 e5   Nf3 Nc6   c3 d5   Qa4 Nf6
Ponziani Opening: Neumann Gambit,C44,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   c3 Nf6   Bc4
Ponziani Opening: Ponziani Countergambit,C44,r1bqkbnr/pppp2pp/2n5/4pp2/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nc6   c3 f5
Ponziani Opening: Reti Variation,C44,r1bqkb1r/ppppnppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nc6   c3 Nge7
Ponziani Opening: Romanishin Variation,C44,r1bqk1nr/ppppbppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Nc6   c3 Be7
Ponziani Opening: Spanish Variation,C44,r1bqkbnr/ppp2ppp/2n5/1B1pp3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   c3 d5   Bb5
Ponziani Opening: Steinitz Variation,C44,r1bqkbnr/ppp3pp/2n2p2/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq,  e4 e5   Nf3 Nc6   c3 d5   Qa4 f6
Portuguese Opening,C20,rnbqkbnr/pppp1ppp/8/1B2p3/4P3/8/PPPP1PPP/RNBQK1NR b KQkq,  e4 e5   Bb5
Portuguese Opening: Miguel Gambit,C20,rnbqk1nr/pppp1ppp/8/1Bb1p3/1P2P3/8/P1PP1PPP/RNBQK1NR b KQkq,  e4 e5   Bb5 Bc5   b4
Portuguese Opening: Portuguese Gambit,C20,rnbqkb1r/pppp1ppp/5n2/1B2p3/3PP3/8/PPP2PPP/RNBQK1NR b KQkq,  e4 e5   Bb5 Nf6   d4
"Pterodactyl Defense: Austrian, Austriadactylus Western",B06,rnb1k1nr/pp1pppbp/6p1/q1p5/3PPP2/5N2/PPP3PP/RNBQKB1R w KQkq,  e4 g6   d4 Bg7   f4 c5   Nf3 Qa5+
"Pterodactyl Defense: Austrian, Grand Prix Pterodactyl",B06,rnb1k1nr/pp1pppbp/6p1/q1p5/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq,  e4 g6   Nc3 Bg7   f4 c5   Nf3 Qa5
"Pterodactyl Defense: Austrian, Pteranodon",B06,rnb1k1nr/pp1pppbp/6p1/q1p5/3PPP2/2P5/PP4PP/RNBQKBNR w KQkq,  e4 g6   d4 Bg7   f4 c5   c3 Qa5
"Pterodactyl Defense: Central, Benoni Pterodactyl",B06,rnb1k1nr/pp1pppbp/6p1/q1pP4/2P1P3/8/PP3PPP/RNBQKBNR w KQkq,  d4 g6   c4 Bg7   e4 c5   d5 Qa5+
"Pterodactyl Defense: Eastern, Anhanguera",B06,rnbqk1nr/pp1pppbp/6p1/2p5/3PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq,  e4 g6   d4 Bg7   Nc3 c5   Be3
"Pterodactyl Defense: Eastern, Benoni",B06,rnbqk1nr/pp1pppbp/6p1/2pP4/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq,  d4 g6   e4 Bg7   Nc3 c5   d5
"Pterodactyl Defense: Eastern, Benoni Pterodactyl",B06,rnb1k1nr/pp1pppbp/6p1/q1pP4/4P3/2N5/PPP2PPP/R1BQKBNR w KQkq,  d4 g6   Nc3 Bg7   e4 c5   d5 Qa5
"Pterodactyl Defense: Eastern, Rhamphorhynchus",B06,rnbqk1nr/pp1pppbp/6p1/2P5/4P3/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 g6   d4 Bg7   Nc3 c5   dxc5
"Pterodactyl Defense: Fianchetto, King Pterodactyl",B06,rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/5NP1/PPP2P1P/RNBQKB1R w KQkq,  e4 g6   d4 Bg7   g3 c5   Nf3 Qa5+
"Pterodactyl Defense: Fianchetto, Queen Benoni Pterodactyl",A40,rnb1k1nr/pp1pppbp/6p1/q1pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 g6   c4 Bg7   Nc3 c5   d5 Qa5
"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",A40,rnbqk1nr/pp1pppbp/6p1/2p5/2PP4/2N1P3/PP3PPP/R1BQKBNR b KQkq,  d4 g6   c4 Bg7   Nc3 c5   e3
"Pterodactyl Defense: Western, Pterodactyl",B06,rnb1k1nr/pp1pppbp/6p1/q1p5/3PP3/2P2N2/PP3PPP/RNBQKB1R w KQkq,  e4 c5   Nf3 g6   c3 Bg7   d4 Qa5
Queen's Gambit,D06,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq,  d4 d5   c4
Queen's Gambit Accepted,D20,rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4
Queen's Gambit Accepted: Accelerated Mannheim Variation,D20,rnbqkbnr/ppp1pppp/8/8/Q1pP4/8/PP2PPPP/RNB1KBNR b KQkq,  d4 d5   c4 dxc4   Qa4+
Queen's Gambit Accepted: Alekhine Defense,D22,rnbqkbnr/1pp1pppp/p7/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 a6
"Queen's Gambit Accepted: Alekhine Defense, Borisenko-Furman Variation",D21,rnbqkbnr/1pp1pppp/p7/8/2pPP3/5N2/PP3PPP/RNBQKB1R b KQkq,  d4 d5   c4 dxc4   Nf3 a6   e4
"Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation",D22,rnbqkbnr/2p1pppp/p7/1p6/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 a6   e3 b5
"Queen's Gambit Accepted: Central Variation, Alekhine System",D20,rnbqkb1r/ppp1pppp/5n2/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 Nf6
"Queen's Gambit Accepted: Central Variation, Greco Variation",D20,rnbqkbnr/p1p1pppp/8/1p6/2pPP3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 b5
"Queen's Gambit Accepted: Central Variation, McDonnell Defense",D20,rnbqkbnr/ppp2ppp/8/4p3/2pPP3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 e5
"Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit",D20,rnbqkbnr/ppp2ppp/8/4p3/2BPP3/8/PP3PPP/RNBQK1NR b KQkq,  d4 d5   c4 dxc4   e4 e5   Bxc4
"Queen's Gambit Accepted: Central Variation, Modern Defense",D20,r1bqkbnr/ppp1pppp/2n5/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 Nc6
"Queen's Gambit Accepted: Central Variation, Rubinstein Defense",D20,rnbqkbnr/pp2pppp/8/2p5/2pPP3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 c5
"Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit",D20,rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 c5   d5 b5
Queen's Gambit Accepted: Godes Variation,D21,r1bqkbnr/pppnpppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 Nd7
Queen's Gambit Accepted: Gunsberg Defense,D21,rnbqkbnr/pp2pppp/8/2p5/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 c5
Queen's Gambit Accepted: Mannheim Variation,D23,rnbqkb1r/ppp1pppp/5n2/8/Q1pP4/5N2/PP2PPPP/RNB1KB1R b KQkq,  d4 d5   c4 dxc4   Nf3 Nf6   Qa4+
Queen's Gambit Accepted: Normal Variation,D21,rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq,  d4 d5   c4 dxc4   Nf3
"Queen's Gambit Accepted: Normal Variation, Traditional System",D26,rnbqkb1r/ppp2ppp/4pn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 Nf6   e3 e6
Queen's Gambit Accepted: Old Variation,D20,rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq,  d4 d5   c4 dxc4   e3
Queen's Gambit Accepted: Rosenthal Variation,D21,rnbqkbnr/ppp2ppp/4p3/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   Nf3 e6   c4 dxc4
Queen's Gambit Accepted: Saduleto Variation,D20,rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq,  d4 d5   c4 dxc4   e4
Queen's Gambit Accepted: Schwartz Defense,D20,rnbqkbnr/ppp1p1pp/8/5p2/2pPP3/8/PP3PPP/RNBQKBNR w KQkq,  d4 d5   c4 dxc4   e4 f5
Queen's Gambit Accepted: Showalter Variation,D24,rnbqkb1r/ppp1pppp/5n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 d5   c4 dxc4   Nf3 Nf6   Nc3
Queen's Gambit Accepted: Slav Gambit,D21,rnbqkbnr/p1p1pppp/8/1p6/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 b5
Queen's Gambit Accepted: Smyslov Variation,D25,rnbqkb1r/ppp1pp1p/5np1/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq,  d4 d5   c4 dxc4   Nf3 Nf6   e3 g6
Queen's Gambit Declined,D30,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 e6
Queen's Gambit Declined: Alapin Variation,D31,rnbqkbnr/p1p2ppp/1p2p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 e6   c4 b6   Nc3 d5
Queen's Gambit Declined: Been-Koomen Variation,D50,rnbqkb1r/pp3ppp/4pn2/2pp2B1/2PP4/2N5/PP2PPPP/R2QKBNR w KQkq,  d4 d5   c4 e6   Nc3 Nf6   Bg5 c5
Queen's Gambit Declined: Capablanca,D30,rnbqkb1r/ppp2pp1/4pn1p/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 d5   Bg5 h6
Queen's Gambit Declined: Charousek (Petrosian) Variation,D31,rnbqk1nr/ppp1bppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 e6   Nc3 Be7
Queen's Gambit Declined: Exchange Variation,D35,rnbqkb1r/ppp2ppp/4pn2/3P4/3P4/2N5/PP2PPPP/R1BQKBNR b KQkq,  d4 Nf6   c4 e6   Nc3 d5   cxd5
Queen's Gambit Declined: Harrwitz Attack,D35,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq,  d4 d5   c4 e6   Nc3 Nf6   Bf4
Queen's Gambit Declined: Janowski Variation,D31,rnbqkbnr/1pp2ppp/p3p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 e6   Nc3 a6
Queen's Gambit Declined: Modern Variation,D50,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq,  d4 d5   c4 e6   Nc3 Nf6   Bg5
Queen's Gambit Declined: Normal Defense,D35,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 e6   Nc3 Nf6
Queen's Gambit Declined: Queen's Knight Variation,D31,rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq,  d4 d5   c4 e6   Nc3
Queen's Gambit Declined: Ragozin Defense,D38,rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 d5   Nc3 Bb4
Queen's Gambit Declined: Semi-Tarrasch Defense,D40,rnbqkb1r/pp3ppp/4pn2/2pp4/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 d5   Nc3 c5
"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",D30,rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 e6   Nf3 c5
Queen's Gambit Declined: Three Knights Variation,D37,rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 d5   Nc3
Queen's Gambit Declined: Traditional Variation,D30,rnbqkb1r/ppp2ppp/4pn2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 d5   Bg5
Queen's Gambit Refused: Albin Countergambit,D08,rnbqkbnr/ppp2ppp/8/3pp3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 e5
"Queen's Gambit Refused: Albin Countergambit, Normal Line",D08,rnbqkbnr/ppp2ppp/8/4P3/2Pp4/5N2/PP2PPPP/RNBQKB1R b KQkq,  d4 d5   c4 e5   dxe5 d4   Nf3
"Queen's Gambit Refused: Albin Countergambit, Tartakower Defense",D08,rnbqkbnr/pp3ppp/8/2p1P3/2Pp4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 e5   dxe5 d4   Nf3 c5
"Queen's Gambit Refused: Austrian Attack, Salvio Countergambit",D06,rnbqkbnr/pp2pppp/8/2P5/2Pp4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 c5   dxc5 d4
Queen's Gambit Refused: Austrian Defense,D06,rnbqkbnr/pp2pppp/8/2pp4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 c5
"Queen's Gambit Refused: Austrian Defense, Gusev Countergambit",D06,rnbqkb1r/pp2pppp/5n2/2pP4/3P4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 c5   cxd5 Nf6
Queen's Gambit Refused: Baltic Defense,D02,rn1qkbnr/ppp1pppp/8/3p1b2/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 Bf5
"Queen's Gambit Refused: Baltic Defense, Pseudo-Chigorin",D02,r2qkbnr/ppp2ppp/2n1p3/3p1b2/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,  d4 d5   c4 Bf5   Nc3 e6   Nf3 Nc6
"Queen's Gambit Refused: Baltic Defense, Pseudo-Slav",D02,rn1qkbnr/pp3ppp/2p1p3/3p1b2/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq,  d4 d5   Nf3 Bf5   c4 e6   Nc3 c6
"Queen's Gambit Refused: Baltic Defense, Queen Attack",D02,rn1qkbnr/ppp1pppp/8/3p1b2/2PP4/1Q6/PP2PPPP/RNB1KBNR b KQkq,  d4 d5   c4 Bf5   Qb3
"Queen's Gambit Refused: Baltic Defense, Queen Attack Deferred",D02,rn1qkbnr/ppp2ppp/4p3/3p1b2/2PP4/1QN5/PP2PPPP/R1B1KBNR b KQkq,  d4 d5   c4 Bf5   Nc3 e6   Qb3
Queen's Gambit Refused: Chigorin Defense,D07,r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 Nc6
"Queen's Gambit Refused: Chigorin Defense, Exchange Variation",D07,r1b1kbnr/ppp1pppp/2n5/3q4/3P4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 Nc6   cxd5 Qxd5
"Queen's Gambit Refused: Chigorin Defense, Janowski Variation",D07,r1bqkbnr/ppp1pppp/2n5/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 d5   c4 Nc6   Nc3 dxc4   Nf3
"Queen's Gambit Refused: Chigorin Defense, Lazard Gambit",D06,r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 Nc6   Nf3 e5
"Queen's Gambit Refused: Chigorin Defense, Main Line",D07,r2qkbnr/ppp1pppp/2n5/3p4/2PP2b1/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 d5   c4 Nc6   Nf3 Bg4
"Queen's Gambit Refused: Chigorin Defense, Main Line, Alekhine Variation",D07,r2qkbnr/ppp1pppp/2n5/3p4/Q1PP2b1/5N2/PP2PPPP/RNB1KB1R b KQkq,  d4 d5   c4 Nc6   Nf3 Bg4   Qa4
"Queen's Gambit Refused: Chigorin Defense, Tartakower Gambit",D06,r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 d5   c4 Nc6   Nc3 e5
Queen's Gambit Refused: Marshall Defense,D06,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 Nf6
"Queen's Gambit Refused: Marshall Defense, Tan Gambit",D06,rnbqkb1r/pp2pppp/2p2n2/3P4/3P4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 Nf6   cxd5 c6
Queen's Gambit Refused: Zilbermints Gambit,D06,rnbqkbnr/p1p1pppp/8/1p1p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 d5   c4 b5
Queen's Indian Accelerated,A50,rnbqkb1r/p1pppppp/1p3n2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 b6
Queen's Indian Defense,A47,rnbqkb1r/p1pppppp/1p3n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 b6
Queen's Indian Defense: Fianchetto Traditional,E15,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 b6   g3 Bb7
Queen's Indian Defense: Fianchetto Variation,E15,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 b6   g3
"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation",E15,rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 b6   g3 Ba6
Queen's Indian Defense: Kasparov Variation,E12,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 b6   Nc3
Queen's Indian Defense: Miles Variation,E12,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP1B2/5N2/PP2PPPP/RN1QKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 b6   Bf4
Queen's Indian Defense: Petrosian Variation,E12,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 b6   a3
Queen's Indian Defense: Spassky System,E14,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3 b6   e3
Queen's Pawn,A40,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq,  d4
